0.207173	0.019424	0.017693	0.020039	0.015235	0.009297	0.016048	0.014034	0.008588	0.013754	0.020364	0.013149	0.015994	0.008993	0.009098	0.012506	0.001739	0.011377	0.011054	0.015275	0.017407	0.012977	0.015564	0.019592	0.018435	0.060798	0.017714	0.006559	0.016038	0.000343	0.013161	0.013161	0.063725	0.014325	0.013307	0.012687	0.003222	0.010165	0.064530	0.014863	0.017561	0.012176	0.020002	0.016525	0.015890	0.001555	0.002192	0.020056	0.012049	0.015214	0.014414	0.016941	0.025353	0.015650	0.020028	0.020140	0.020856	0.013987	0.020062	0.013120	0.019667	0.017713	0.020056	0.103905	0.007148	0.016496	0.020048	0.014861	0.017139	0.020055	0.010770	0.008254	0.016269	0.015289	0.017629	0.018977	0.008176	0.007449	0.020860	0.014540	0.011161	0.020062
0.027120	0.136052	0.038003	0.085753	0.033191	0.019831	0.035395	0.032154	0.023813	0.029580	0.031899	0.132860	0.030602	0.024172	0.017312	0.129537	0.003863	0.143581	0.023284	0.032850	0.037380	0.027900	0.113410	0.042342	0.040233	0.040429	0.038042	0.014757	0.032603	0.000871	0.028279	0.028279	0.042284	0.030815	0.026456	0.025006	0.007723	0.149010	0.042655	0.030176	0.099008	0.026766	0.042724	0.035487	0.031825	0.003912	0.005045	0.042830	0.022758	0.028667	0.031210	0.169634	0.037268	0.030960	0.085717	0.031051	0.033744	0.021349	0.040994	0.021892	0.042044	0.038045	0.042846	0.026068	0.011690	0.036177	0.042827	0.033100	0.035410	0.042810	0.024217	0.019615	0.035788	0.029721	0.036198	0.040557	0.016693	0.014151	0.031003	0.028613	0.018031	0.085762
0.015497	0.025994	0.146855	0.069779	0.019659	0.010267	0.021001	0.018079	0.010448	0.017477	0.019141	0.013778	0.018241	0.009365	0.008929	0.015723	0.001422	0.013514	0.012422	0.019706	0.022878	0.016301	0.020086	0.026214	0.024588	0.025274	0.023298	0.005252	0.018245	0.000261	0.016689	0.016689	0.026491	0.018232	0.014825	0.013269	0.002582	0.010590	0.026750	0.016878	0.023087	0.014687	0.026798	0.021629	0.018059	0.001182	0.001666	0.026872	0.013020	0.016029	0.018337	0.022234	0.021758	0.017777	0.069750	0.017830	0.020252	0.010614	0.025637	0.011789	0.026338	0.023294	0.069795	0.014239	0.005019	0.021622	0.026855	0.019191	0.021535	0.026845	0.012887	0.008106	0.020097	0.017188	0.022108	0.025338	0.006671	0.005650	0.018472	0.015270	0.009601	0.069792
0.021466	0.037134	0.032853	0.124224	0.027504	0.014455	0.029593	0.025278	0.014850	0.024301	0.026781	0.019030	0.025520	0.012847	0.012249	0.021778	0.001949	0.018620	0.017118	0.027566	0.032281	0.022572	0.028106	0.037454	0.035079	0.036092	0.032884	0.007096	0.025528	0.000383	0.023218	0.023218	0.037847	0.025362	0.020534	0.018283	0.003620	0.014532	0.038223	0.024920	0.093871	0.020347	0.038294	0.030476	0.025260	0.001619	0.002282	0.081305	0.016199	0.022303	0.025505	0.031363	0.030682	0.024860	0.124158	0.024944	0.028334	0.014608	0.036614	0.016249	0.037610	0.032879	0.081335	0.019728	0.006877	0.030486	0.038378	0.026858	0.030387	0.038370	0.017801	0.011118	0.028127	0.023912	0.031183	0.036169	0.009141	0.007741	0.025839	0.022289	0.013170	0.081331
0.018923	0.027187	0.025212	0.027831	0.182992	0.013622	0.024660	0.021672	0.147026	0.023430	0.021630	0.017313	0.024394	0.013980	0.016652	0.019585	0.003349	0.020506	0.017047	0.023405	0.026546	0.019925	0.022502	0.117595	0.028012	0.026334	0.025242	0.009137	0.021662	0.000515	0.070664	0.070664	0.027491	0.021070	0.019828	0.018062	0.004642	0.014892	0.027722	0.022235	0.025222	0.020262	0.027790	0.025208	0.096231	0.002336	0.002688	0.027831	0.017929	0.022464	0.021203	0.024344	0.023680	0.024552	0.027812	0.023678	0.022694	0.015472	0.026672	0.015780	0.027342	0.025240	0.027831	0.019487	0.008964	0.025350	0.027831	0.021489	0.141579	0.027833	0.023814	0.012795	0.022504	0.020897	0.024045	0.028632	0.012217	0.010370	0.024514	0.020907	0.016789	0.027857
0.004145	0.003765	0.003374	0.003390	0.003577	0.257829	0.004426	0.005409	0.009604	0.003273	0.004237	0.007346	0.006503	0.012486	0.141286	0.004274	0.226938	0.004844	0.007407	0.003239	0.003464	0.003143	0.003287	0.003693	0.003874	0.003315	0.003381	0.017377	0.006952	0.001940	0.003195	0.003195	0.003362	0.004328	0.006331	0.005861	0.020205	0.008400	0.003509	0.004834	0.003351	0.005696	0.004320	0.003252	0.005384	0.009457	0.008160	0.003389	0.003259	0.009228	0.003767	0.003714	0.003274	0.006385	0.003829	0.005088	0.003318	0.011943	0.003961	0.012027	0.003368	0.003382	0.003389	0.006241	0.009633	0.003863	0.003389	0.005364	0.004199	0.003389	0.009229	0.267442	0.003452	0.005457	0.003927	0.003288	0.296994	0.166215	0.004110	0.005225	0.009560	0.003389
0.024793	0.034578	0.032493	0.035624	0.029867	0.021522	0.172387	0.192044	0.022539	0.026119	0.027818	0.024496	0.028575	0.023890	0.021571	0.035741	0.004307	0.023843	0.142594	0.028642	0.031984	0.024844	0.029160	0.037163	0.135223	0.033723	0.032533	0.013774	0.031583	0.000851	0.024947	0.024947	0.035197	0.027809	0.036080	0.135937	0.007819	0.024148	0.035484	0.027108	0.032254	0.128544	0.035535	0.030455	0.110706	0.003857	0.005318	0.035623	0.019341	0.026677	0.027353	0.031160	0.030541	0.047811	0.035585	0.031479	0.029410	0.027719	0.034642	0.022034	0.034995	0.032530	0.035623	0.024540	0.013599	0.166010	0.035623	0.031491	0.031777	0.035619	0.033869	0.020742	0.029159	0.027054	0.031466	0.033849	0.019935	0.017152	0.028315	0.025809	0.023179	0.035653
0.020798	0.030358	0.028533	0.031271	0.025118	0.020058	0.165945	0.189473	0.019635	0.023004	0.024464	0.021754	0.026648	0.022005	0.018899	0.031423	0.004024	0.021496	0.245766	0.025189	0.028088	0.021909	0.025643	0.030586	0.125621	0.029612	0.028569	0.012781	0.027800	0.000823	0.021987	0.021987	0.030899	0.025192	0.031257	0.023588	0.006931	0.021914	0.031149	0.025265	0.028323	0.216485	0.031193	0.026760	0.039724	0.003512	0.004949	0.031271	0.017182	0.022857	0.024088	0.027370	0.026831	0.039071	0.031238	0.030780	0.025863	0.026020	0.030953	0.021822	0.030725	0.028566	0.031271	0.021681	0.012870	0.106437	0.031271	0.029217	0.028858	0.031267	0.033361	0.019924	0.025640	0.022573	0.028148	0.029724	0.018968	0.016026	0.025722	0.022220	0.019492	0.031297
0.003579	0.004162	0.003686	0.003717	0.005098	0.010495	0.004754	0.005572	0.264981	0.003398	0.004687	0.006159	0.006409	0.009805	0.136029	0.005090	0.004647	0.004726	0.006333	0.003515	0.003640	0.003373	0.003568	0.004250	0.004850	0.003620	0.003692	0.011148	0.004889	0.001117	0.004080	0.004080	0.003685	0.004238	0.005131	0.004226	0.011705	0.006410	0.003703	0.004541	0.004034	0.006493	0.003908	0.003539	0.005702	0.005837	0.004624	0.003717	0.003776	0.008647	0.004228	0.004089	0.003562	0.005453	0.003712	0.005145	0.003601	0.007826	0.003986	0.009681	0.003686	0.003692	0.003717	0.004801	0.007059	0.004792	0.003717	0.004539	0.005772	0.003717	0.103572	0.137176	0.003603	0.004951	0.003938	0.003597	0.012639	0.155592	0.004210	0.004406	0.006938	0.003716
0.016245	0.022270	0.021425	0.022908	0.024429	0.010876	0.019594	0.017747	0.013576	0.205230	0.018704	0.014742	0.017836	0.010557	0.010060	0.016483	0.001855	0.014732	0.013515	0.033958	0.030284	0.220369	0.019610	0.022424	0.021268	0.021759	0.021453	0.005675	0.017809	0.000297	0.210742	0.210742	0.022648	0.018528	0.015546	0.014451	0.002791	0.011905	0.022818	0.017169	0.021269	0.015371	0.022846	0.036543	0.017685	0.001347	0.002293	0.022915	0.020583	0.016263	0.018651	0.020586	0.020196	0.017436	0.022882	0.017445	0.019782	0.011664	0.022019	0.012815	0.022569	0.021451	0.022908	0.014896	0.005717	0.020082	0.022915	0.018717	0.026396	0.022907	0.016435	0.009155	0.019602	0.017465	0.020496	0.074302	0.009175	0.006431	0.018085	0.015985	0.010823	0.022912
