0	0
0	1
0	2
0	3
0	4
1	5
2	6
2	7
3	8
4	9
4	10
4	11
5	3
5	12
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
6	17
6	22
7	17
7	20
7	22
8	5
8	9
8	11
8	13
8	15
8	21
8	22
8	23
8	24
8	25
8	26
8	27
9	28
9	29
9	30
9	31
10	1
10	15
10	32
11	3
11	5
11	20
11	21
11	33
11	34
12	15
12	19
12	35
13	3
13	5
13	13
13	19
13	20
13	21
13	22
13	33
13	36
13	37
13	38
13	39
14	3
14	11
14	13
14	14
14	15
14	19
14	21
14	22
14	24
14	35
14	39
14	40
15	5
15	22
15	37
15	41
15	42
16	1
16	3
16	5
16	9
16	11
16	12
16	13
16	14
16	15
16	17
16	19
16	20
16	21
16	22
16	24
16	25
16	35
16	38
16	43
16	44
16	45
16	46
16	47
16	48
16	49
16	50
16	51
16	52
16	53
16	54
16	55
16	56
16	57
16	58
16	59
16	60
16	61
16	62
16	63
16	64
16	65
16	66
16	67
17	5
17	11
17	20
17	34
17	38
17	68
17	69
18	17
18	19
18	20
18	22
18	35
18	70
18	71
19	31
19	72
19	73
20	29
20	74
21	28
21	31
21	72
21	75
21	76
22	68
22	77
22	78
23	11
24	22
25	1
26	54
26	79
27	1
27	3
27	5
27	11
27	12
27	13
27	14
27	19
27	20
27	21
27	22
27	24
27	33
27	34
27	35
27	36
27	41
27	64
27	66
27	78
27	80
27	81
27	82
27	83
27	84
27	85
28	3
28	14
28	20
29	1
29	3
29	5
29	11
29	12
29	13
29	14
29	15
29	17
29	19
29	20
29	21
29	22
29	24
29	25
29	34
29	35
29	38
29	39
29	41
29	43
29	50
29	53
29	59
29	65
29	69
29	79
29	81
29	84
29	86
29	87
29	88
29	89
29	90
29	91
29	92
29	93
29	94
29	95
29	96
29	97
29	98
29	99
29	100
29	101
29	102
29	103
29	104
29	105
29	106
29	107
29	108
29	109
29	110
29	111
29	112
29	113
30	9
30	29
30	31
31	9
31	29
31	31
32	0
33	13
33	47
33	49
33	81
34	3
34	14
34	22
34	81
34	93
35	3
35	17
35	19
35	36
35	41
35	59
35	114
36	1
36	3
36	5
36	11
36	12
36	13
36	14
36	15
36	16
36	17
36	19
36	20
36	21
36	22
36	24
36	33
36	34
36	35
36	36
36	37
36	38
36	39
36	40
36	41
36	59
36	84
36	93
36	96
36	103
36	105
36	113
36	115
36	116
36	117
36	118
36	119
37	3
37	5
37	17
37	19
37	20
37	24
37	25
37	41
37	43
37	83
37	96
38	4
39	19
39	35
39	108
39	120
40	23
40	108
41	19
41	20
41	22
41	81
41	87
42	12
43	31
43	64
44	3
44	11
44	22
45	1
45	3
45	5
45	11
45	12
45	13
45	14
45	15
45	17
45	19
45	20
45	21
45	22
45	24
45	25
45	33
45	34
45	35
45	36
45	38
45	39
45	40
45	41
45	52
45	59
45	65
45	81
45	83
45	93
45	96
45	100
45	105
45	109
45	113
45	121
45	122
45	123
45	124
45	125
45	126
45	127
45	128
45	129
45	130
46	1
46	3
46	5
46	13
46	14
46	15
46	17
46	18
46	19
46	20
46	21
46	22
46	24
46	29
46	33
46	34
46	35
46	36
46	37
46	38
46	39
46	41
46	52
46	59
46	63
46	64
46	65
46	67
46	81
46	83
46	84
46	98
46	100
46	103
46	122
46	124
46	131
46	132
46	133
46	134
46	135
47	106
48	1
48	6
48	9
48	31
48	35
48	36
48	58
48	68
48	130
48	132
49	3
49	15
49	19
49	21
50	24
50	100
50	136
50	137
51	5
51	68
52	1
52	78
53	3
53	14
53	22
54	16
55	1
55	19
55	20
56	0
56	129
56	138
57	1
57	3
57	13
57	14
57	19
57	20
57	22
57	34
58	35
59	1
59	14
59	15
59	19
59	20
59	21
59	35
60	64
61	52
61	113
62	139
63	1
63	3
63	19
63	34
63	35
64	1
64	2
64	3
64	11
64	13
64	14
64	19
64	20
64	22
64	24
64	25
64	34
64	35
64	41
64	42
64	64
64	65
64	78
64	81
64	122
64	140
64	141
64	142
64	143
64	144
64	145
64	146
64	147
65	22
65	148
66	101
67	14
67	20
67	100
68	9
68	19
69	133
70	9
70	15
70	19
70	20
70	21
70	22
71	3
71	5
71	12
71	13
71	14
71	15
71	19
71	20
71	21
71	22
71	24
71	35
71	105
72	34
72	57
72	78
73	3
73	15
73	32
73	149
74	35
74	150
75	31
76	3
76	4
76	5
76	11
76	12
76	13
76	14
76	15
76	17
76	19
76	20
76	22
76	29
76	34
76	35
76	39
76	93
76	151
76	152
77	1
77	3
77	11
77	12
77	13
77	14
77	15
77	17
77	19
77	20
77	21
77	22
77	25
77	33
77	34
77	35
77	37
77	39
77	41
77	96
77	153
77	154
78	1
78	19
78	150
79	3
79	19
79	37
79	67
79	108
80	1
80	3
80	11
80	13
80	14
80	19
80	22
80	32
80	59
80	93
80	155
80	156
81	80
